"","sentences","name","country","page","languages"
"520","collective action and property rights for sustainable development although many of the poor in the developing world arelandless, most of the rural poor have some access to land. these landed poor remain poor not simply because their holdings are small, but also because their land rights are weak and insecure.the uncertainty they experience undermines their incentives to make long-term investments in their land or use it sustainably.their land has limited economic value because it cannot legally be transferred.the land users weak tenure also limits their political empowerment.to the extent that land users must rely on the goodwill of authorities or landlords for continued access to the land that supports them, their political participation is inhibited by the threats of those who hold power over them.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"715"," they may hold the land in tenancy passed from father to son, in which landlordism is a class, caste, or ethnic phenomenon. tenancy may have its roots in conquest that created subjects as well as tenants of the original owners of the land.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"814"," they may be farmers under a system of leaseholds from the state or a collective and may be deprived of any long-term interest in their improvements on the land, even the homes they have built.their leases may be full of development conditions, opportunities for land administrators to extract bribes by threatening to find violations and terminate the leases.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"920"," they may be land reform beneficiaries whose landholdings, because of neglect, paternalism, or political change, have never been legally regularized.they may be prohibited from leasing out the land even if they are ill or have no oxen to plow, or they may be barred from supplementing their income by working as hired labor.without documentation, they may be forgotten and, after the settlement scheme authority has gone, vulnerable to land grabs by the powerful.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"1013"," they may be users of forestlands that their families have occupied and cultivated for a generation but who are barred from acquiring secure property rights because of its classification as a forest.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"1114"," they may hold land under customary tenure systems unrecognized by the state, with no legal basis for resisting the claim of the official or merchant who one day appears on their land with a title document granted by the national government.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"1210"," they may be women in societies where land passes from generation to generation in the male line and who only have access to land as daughters and wives.when land allocation decisions are made by men, a widow or divorcee is at the mercy of her husbands relatives and may be forced off the land or required to marry her brother-in-law to protect the rights to the land she farms.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"145","despite these different situations, guidelines can help direct efforts to strengthen property rights.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"155"," trust land users with stronger property rights. it may be argued they are not ready, they will abuse it, or they need supervision. but a half-century of experience has shown that owners, responding to the incentives implicit in ownership, produce better land husbandry than paternalistic schemes, which soon sour and often become corrupt.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"164"," legislate for stronger property rights. the state must provide a robust legal framework of rights for land users.although in weak states the law often has little impact on the ground, an adequate legal framework is a first and essential step.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"181"," adopt local definitions of tenure security when appropriate. adequate tenure security does not necessarily mean ownership in the western sense.the question should always bewhat do rural people need? modest increases in tenure security can be transformative.though some systems need greater transparency and accountability, many customary or community-based tenure systems can provide adequate tenure security.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"191"," always ask,security of tenure for whom? consider which beneficiary is most likely to use the land effectively.titles are commonly awarded to male household heads, but others may be more likely to undertake investments in the land.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"202"," protect common property rights. the poor often depend disproportionately on common property resources. some resources used in common, such as wetlands, forests, and pastures, may be secured only by strengthening community property rights.tenure security is not only about individual property rights, but also about legitimate common property and state rights in some categories of land.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"218"," provide for adequate proof of property rights. in urban and perturbation contexts and where rural land is highly valued, adequate proof may entail formal surveys, titling, and registration of holdings. elsewhere, where land rights are of lower value and transferred largely within the community, adequate proof may involve demarcating community boundaries and empowering local communities to maintain simple but reliable records of individual and family landholdings and transactions.","pdfs/results/Collective action for sustainable development/33.txt","8","33","en"
"271","collective action and property rights for sustainable development john w. bruce jwbruce@worldbank.org is senior counsel land at the world bank in washington, dc, and is a former director of the land tenure center at the university of wisconsinmadison.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"331"," educate people about their rights in land. government agencies, nongovernmental organizations ngos, and the private sector, through campaigns and media initiatives, can all help educate people about their land rights. rights not understood will not be defended, and rights must be defended every day or they will be lost to the powerful.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"418"," establish adequate dispute settlement mechanisms. rights that cannot be defended against challenges provide no incentives and no security.adequate mechanisms to settle disputes include adjudication or alternative dispute resolution, in courts or alternative fora, and must be accessible and affordable.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"616","the steps identified here will not be achieved overnight. for most countries it takes 1 0 years to put successful tenure reform programs in place and another 2 0 to implement them satisfactorily. there are numerous pitfalls to be avoided in the process.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"716"," be politically astute. whatever experts may see as the advantages of strengthening property rights, politicians often respond to other signals new revenues from property taxes on rapidly appreciating land values, new political constituencies developed by empowering the previously neglected with property rights, or accommodation of the market-dominant classes by making land a commodity for raising capital. painful compromises among divergent interests and objectives are needed to achieve reform.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"815"," embody new property rights in law. in times of real sea changes in the political economies of nations, legal reform can be forgotten and reforms processed administratively, without firm legal basis.this approach only invites challenges to new rights later, once the reform is achieved and the political impetus behind it wanes.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"921"," exploit all possibilities for legal change. all avenues, from national legislation to judicial reform through court decision to community-based reform of customs, can be effective on the ground.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"1014"," constraints in capacity and finance can undermine implementation. strengthened property rights systems are costly they often require substantial state or community investment in systems for survey, adjudication, and titling, for registration of transactions and inheritances, and for dispute resolution. many a property rights reform has stalled for lack of financial support.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"1115"," ngos can play positive roles in the reform process. non state organizations of the marginalized can voice the demands of the poor and press for reforms. such organizations have skills in areas like rights education and dispute settlement that are vital to implementing reforms.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"1211"," replacing inadequate property rights systems needs care. where an existing system of property rights is judged inadequate, one must be careful in replacing it, particularly where it is culturally embedded. attempts at reform of customary systems that do not succeed in changing behavior can create confusion and conflict between claims based on custom and others based in national law.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"138"," equitable strengthening of property rights is the goal. the rights of all stakeholders should be considered together. reforms to strengthen the property rights of one individual or group, especially in customary tenure contexts, should not inadvertently weaken the property rights of others.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"146"," be alert for unintended consequences. even well-conceived reforms can be hijacked by the powerful.a classic case is the appropriation of common areas by the powerful as land titling approaches, depriving the poor of a resource upon which they rely.vulnerable groups are often unrepresented in local implementation authorities, and mechanisms must be built into the implementation process to ensure their participation in reform processes and reform benefits. and enactment of reforms of tenancy systems can, if enforcement is weak, lead to the expulsion of tenants from their holdings by angry landlords.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"156"," new property rights alone are insufficient. property rights reforms, particularly those seeking to strengthen the marketability of land rights, may be unable to achieve their goal when credit markets are badly distorted and the credit supply system is in its infancy.","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"165","strengthening the property rights of the poor is a complex project.the landed poor are a heterogeneous group who hold rights to their landed assets in diverse and complicated ways. efforts to increase the security of their tenure need to be sensitive to the specific circumstances that characterize each case, the existing legal conditions, the strength or weakness of available financial and property registration systems, the needs of each group of stakeholders, and the possibilities of unintended consequences. common property rights must also be protected. ","pdfs/results/Collective action for sustainable development/34.txt","8","34","en"
"281","collective action and property rights for sustainable development copyright  200 4 international food policy research institute.all rights reserved. contact ifpri-copyright@cgiar.org for permission to reprint.","pdfs/results/Collective action for sustainable development/36.txt","8","36","en"
"291","collective action and property rights for sustainable development ruth meinzen-dick r.meinzen-dick@cgiar.org is a senior research fellow in offprint's environment and production technology division dept and coordinator of capri. monica di gregorio m.digregorio@cgiar.org is a research analyst for the capri program and eptd. function as a buffer against risk, especially environmental events and loss of other livelihoods. similarly, collective action enables risk sharing and inspires mechanisms for collective self-help. collective action and reciprocity arrangements offer ways to overcome labor shortages, especially for practices that require intense labor effort in concentrated periods.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"717","property rights and collective action affect peoples livelihoods. the most vulnerable and marginalized rural groups often lack access to resources that is, they have no or insecure property rights and find participation in collective action too costly because of lack of time and resources. enhancing rights to even relatively small homestead plots can increase food security by allowing women to grow gardens, and rights to common property often provide insurance for the poor.tenure security provides key assets for poverty reduction, allowing the poor to help themselves by growing food, investing in more productive activities, or using property as collateral for credit. collective action can increase food security through mutual insurance.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"816","both property rights and collective action are empowerment tools. poor people often have difficulty making their voices heard. interventions to strengthen their property rights or to help them participate in collective activities improve their bargaining positions. security of rights and the capacity to manage local common resources allow people to make decisions while taking the future into consideration.this longer-term approach generally translates into more environmentally sustainable management practices and a healthier resource base for future generations.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"1015","many countries are now adopting policies to devolve the management of forests, fisheries, irrigation, watersheds, or rangelands to local communities or to develop some form of co-management between the state and communities. in addition, community-driven development initiatives are helping local organizations to set priorities for local public service spending and to provide services such as schools and health centers. for these programs to succeed, effective collective action within communities is essential.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"1116","as the briefs on forestry, irrigation, fisheries, and rangelands in this series show, successful collective action does not always emerge, especially where traditional management institutions like tribes on rangelands have been weakened by migration or excessive state intervention. government agencies need to change how they work with communities, becoming more conscious in their efforts to strengthen local management institutions and allowing more local decisionmaking without imposing external rules.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"139","devolution programs that transfer management responsibility for natural resources from government agencies to farmers often fail to transfer corresponding rights.yet rights over the resource are needed to provide groups with the incentives to conserve and even invest in the resources.without recognized decisionmaking rights, the groups lack the authority to manage the resource or to stop members or outsiders from breaking the rules. recognized property rights not only reinforce collective action that is needed for collective management, but also provide security for individuals and households. several briefs in this collection suggest ways of strengthening property rights for the poor.","pdfs/results/Collective action for sustainable development/4.txt","8","4","en"
"922","collective action and property rights for sustainable development collective action occurs when more than one individual is required to contribute to an effort in order to achieve an outcome. people living in rural areas and using natural resources engage in collective action on a daily basis when they  plant or harvest food together;  use a common facility for marketing their products;  maintain a local irrigation system or patrol a local forest to see that users are following rules; and  meet to decide on rules related to all of the above.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"1016","frequently, however, it becomes difficult to exclude nonparticipants from benefiting from the collective action of others. this situation creates a collective action problem for the participants.when individuals seek out short-term benefits for themselves alone, they are better off when others contribute to the collective action and they do not. in this case, they benefit without paying the costs. of course, if all individuals pursue short-term, self-centered benefits, no collective benefits are achieved.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"1212","some theoretical treatises assume that individuals are unable to overcome the temptation to pursue short-term,selfish benefits.according to this view, effective collective action can be achieved only if external policymakers impose government or private ownership. it is true that appropriately designed property rights systems can help individuals overcome collective action problems, but such systems need not always be externally imposed or involve government or private ownership. indeed, efforts by national governments to impose uniform rules on large stretches of land involving diverse ecological and sociological systems have frequently led to worsening natural resource conditions rather than improvements. outsiders efforts to impose property rights often fail to take into account indigenous property rights and the organizations that individuals themselves have established over time.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"1310","many local indigenous institutions have evolved as the people affected have tried to find better ways of organizing joint activities. indigenous methods for engaging in collective action have sometimes survived for centuries, through floods, fires, pests, overpopulation, and warfare.these institutions may not be recorded in any formal records and are frequently unknown except to local participants.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"147","any effort to influence policies for managing water, rangelands, forests, fisheries, and other natural resources must take into account factors that increase the likelihood that individuals will engage in their own collective action to manage local resources. by understanding these factors and developing policies to enhance them, national and international agencies can increase the level of collective action generated at the local level.the efforts of national and international agencies can then be devoted to large-scale collective action problems that do require their attention and effort.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"166","policymakers sometimes want to learn the precise formula that will solve a particular problem. extensive research has shown, however, that no blueprints exist that can reliably be used to solve collective action problems, either within or across sectors. instead of uniform blueprints, research has highlighted broad design principles that have been used by successful groups. furthermore, researchers have identified the attributes of groups and resources that facilitate successful solutions to these problems.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"182","the first characteristic of successful efforts is agreement by the involved individuals that the problem at hand is an important one.at first this characteristic sounds trivial, but it is not. government agencies frequently complain that local populations do not perceive collective action problems as either relevant to their concerns or within their abilities to address. in regard to the conservation of wildlife, for example, residents living around a reserve frequently find themselves paying high costs and receiving few benefits for the presence of the wildlife reserve. if peoples crops are eaten, their animals are threatened, and even the lives of their children are at risk, they will need to see substantial and tangible benefits from the establishment of a park before they will see any reason to engage in collective action to preserve wildlife.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"192","a second factor is the degree of autonomy a group has to take collective action on its own or within a nested institutional setting, and this factor can depend on the macro political-institutional environment in which individuals find themselves. for many local groups, past attempts to take collective action proved dangerous. in a highly authoritarian regime, independent action is perceived as threatening to the center. individuals who have lived in such regimes for long periods of time are always nervous about independent action, even when assured that the regime has changed. in addition, the capacity to create a private association without long and bureaucratic processes or expensive filing of documents greatly enhances the capabilities of local people to solve problems.","pdfs/results/Collective action for sustainable development/5.txt","8","5","en"
"2101","collective action and property rights for sustainable development elinor rostrum ostrom@indiana.edu is co director of the center for the study of institutions, population, and environmental change and of the workshop in political theory and policy analysis at indiana university. as a reasonable short-term option there is little motivation to put in extensive time and effort to create a sustainable, long-term governance system.those who have overcome collective action problems usually have a relatively low discount rate in relation to the particular problem at hand. secure property rights for the group can help reinforce a longterm perspective. participants must also have some level of trust in the reliability of others and be willing to use broad strategies of reciprocity. if participants fear that others are going to take advantage of them, no one will wish to initiate costly actions only to find that others are not reciprocating. prior organizational experience and the presence of supportive local leaders also reduce the transaction costs that must be paid before finding possible solutions.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"617","1. the flow of resource units, such as fish, water, or forest products, is relatively predictable.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"817","3. reliable and valid indicators of the condition of the resource system are available locally at reasonable costs.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"1017","the presence of all four conditions enhances the probability that local users can come to a common understanding of the nature of the system they are using and of how their own collective action can create rules about who uses how many of the resource units and where, when, and how these uses are allowed. it is important to note that not every group facing favorable conditions is successful in organizing itself and sustaining that organization over time. nor are groups with less positive conditions fated to fail forevermore.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"1117","collective action problems are found within the councils of the highest levels of government as well as those related to local resource management. it is important for policymakers to understand both the importance of local initiatives and the difference that external authorities can make by enabling groups to take initiative and experiment with diverse local institutions and by affecting some of the conditions through the policy environment.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"183"," creating institutional mechanisms that local participants can use to organize themselves, such as through special districts, private associations, and local regional governments.","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"193","it is also important that policymakers not presume that they are the only relevant actors in efforts to solve collective action problems.they have partners if they are willing to recognize them. ","pdfs/results/Collective action for sustainable development/6.txt","8","6","en"
"2111","collective action and property rights for sustainable development collecting firewood from a forest or water from a stream,grazing a herd, felling trees, preventing entry to a protected area, and making decisions about who should or should not have rights to collect firewood or water are all expressions of the exercise of property rights to natural resources.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"341","property rights govern who can do what with resources. they specify the claims and related obligations of different actors individuals or groups to the benefits of a resource. the assigned set of rights and obligations shape the authority and incentives structure of the rights holder.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"618"," control or decisionmaking rights, such as the rights to management plant a crop, exclusion prevent others from accessing the field, and alienation rent out, sell, or give away the rights.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"719","these rights may also be conditioned by the amount, timing, and other aspects of resource use and management. several individuals or groups may have different kinds of rights over the same resource. for example, all members of a community may be allowed to bathe in a river or collect drinking water, but only certain farmers may be allowed to draw water for irrigating fields and to decide how to distribute that water in the dry season, while the state may claim ultimate ownership of the water, including the right to reassign it to others. even on land declared as state forest land, individuals from a community may have the right to collect medicinal plants or fallen branches for firewood use, local groups may have the right to plant trees management and guard them exclusion, but the state may retain the right to approve any felling of trees and to collect revenue from users.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"167","to understand this complexity, it is useful to start from peoples experiences with access to and control over resources. from this vantage point it is clear that people draw upon a range of strategies for claiming and obtaining resources, depending on their knowledge and assessment of which best suit their situation.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"173","the coexistence of these laws does not mean that all laws are equal or equally powerful. each is only as strong as the institution that stands behind it. often state law is more powerful and used by government officials, for example, to declare and enforce forests as state property. statutory law is also used by powerful outsiders, such as logging companies with concessions in customary lands, to claim resources in ways that are not locally recognized as legitimate. on the other hand, actions of local communities, such as petitions, demonstrations, and roadblocks, are ways of claiming locally recognized rights as well as seeking recognition of their rights by the state.","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"184","in some cases state law, although important, is not as relevant as the village, ethnic community, or user group in deter-","pdfs/results/Collective action for sustainable development/7.txt","8","7","en"
"419","collective action and property rights for sustainable development ruth meinzen-dick r.meinzen-dick@cgiar.org is a senior research fellow in offprint's environment and production technology division dept and coordinator of the system-wide program on collective action and property rights capri of the consultative group on international agricultural research cgiar; kendra prada rpradhan@mail.com.np is executive director of the international centre for study of nature, environment, and culture icnec, kathmandu, nepal; monica di gregorio m.digregorio@cgiar.org is a research analyst for the capri program and eptd. mining property rights on the ground. for example, state laws on inheritance are often ignored in favor of religious laws or local custom. research has shown that state titling programs do not always provide stronger security than customary rights and may even be a source of insecurity for women and households with less information or fewer connections to obtain government land registration. while legal pluralism can create uncertainty because rival claimants can use a large legal repertoire to claim a resource, multiple legal frameworks also provide flexibility for people to maneuver in their use of natural resources.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"619","often the more variable the resource, the more flexible are the property rights that develop over it. water rights are particularly fluid, changing by season and year, depending on the availability of the resource and demands for water. similarly, many customary rangeland management systems negotiate access rights depending on factors like weather and the social relations between the groups.this flexibility provides a measure of security in times of drought or other disasters, by creating reciprocal expectations of resource sharing between groups.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"720","another source of change in property rights comes from the interaction between types of law. the different legal frameworks do not exist in isolation, but influence each other. changes in state law can influence local custom, but changes in customary practices can also lead to changes in state law. for state law to be effective on the ground, it must be implemented effectively. legal literacy programs may be needed to inform the publicans even government officials about changes in the laws.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"818","how exactly these different legal orders influence each other depends on power relationships between the bearers of different laws. power relationships also determine the distribution of rights and whether people can effectively claim their rights.actual rights to natural resources are therefore a product of locality, history, changes in resource condition and use, ecology, and social relationships and are subject to negotiation. thus, in practice, property rights are not cast in stone or in title deeds, but negotiated.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"1018","effective resource management entails balancing benefit entitlements and responsibilities of property rights. after failing to effectively manage natural resource systems centrally, many governments are now undertaking decentralization and devolution programs to transfer responsibility for resource management to local governments and user groups. unfortunately, many such programs emphasize the transfer of responsibilities without transferring the corresponding rights. as a result, user groups may lack the incentive, and even the authority, to manage the resource.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"1213","when devolution programs do transfer rights over resources to a user group or local government, that institution becomes the gatekeeper determining individuals rights over the resource. effective voice in those organizations becomes essential to exercising any decisionmaking rights over the resource. this situation can be especially problematic for women when formal rules limit membership to the head of household or when social norms make it unacceptable for women to speak up in public. because strengthening control rights of some means restricting the use rights of others, those who are not members of the group in question may have less access to the resource.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"1311","thus, while effective transfers of rights and responsibilities from centralized government agencies to local organizations can lead to more sustainable resource management, authorities must give due attention to the equity outcomes, especially noting who loses access to resources.","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"148","although property rights have a powerful influence on human welfare and natural resource management, this key institution is complex. property rights do change over time, but legislative reform alone is unlikely to change the manifestation of property rights on the ground. rather, change occurs through the social and power relations and negotiations between different groups, which may appeal to a variety of legal bases for claiming property rights. instead of looking for simple solutions to property rights issues, it is more useful to try to understand the complexity. this approach involves looking at the claims and the bases of the claims made by individuals, groups, or government entities to different bundles of rights over the resource and at the different types of law that pertain to the use or management of the resource. security of tenure is important, but so is flexibility to respond to changing conditions that affect resource use and property rights. ","pdfs/results/Collective action for sustainable development/8.txt","8","8","en"
"521","collective action and property rights for sustainable development in communities throughout the world people work together to provide goods and services that their governments do not provide.they build and maintain local parks, feeder roads, religious buildings, and community halls; they operate volunteer fire control groups and establish rules for local natural resource management. sometimes local groups share responsibilities for maintaining public services, such as schools and health clinics, with their local or central governments. not all communities, however, provide the optimal level of local public goods. evidence shows that not only are some public goods provided more often than others, but also that some communities mobilize themselves more easily to provide them. given the vital importance of public goods in providing basic services necessary for alleviating poverty and in managing the local natural resource base for sustainable development, this brief offers an approach to understanding the problems communities face in providing different kinds of public goods.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"721","even within the same community, people cooperate to provide certain public goods but not others. it is possible to explore this variability by asking, how do one individuals benefits change depending on how many other people actually contribute to a specific activity? using game theory to examine an individuals incentives to contribute to a public good helps to highlight the exact nature of the interdependency among community members in terms of the decision to contribute or not.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"924","in the second case, the individual may be better off contributing to the public good if no one else does, but when others contribute the individual would prefer to free ride, or contribute nothing.this case is often referred to as a chicken game. as in the first case, the primary role of the group is to coordinate actions among members. coordination is particularly important if the good must be repeatedly provided and members can take turns in providing the good. herd mobility is such an example each herder would prefer to stay at home and avoid the costs of mobility but would rather move if others remain at home. coordinating herd movements can lead to a socially optimal pattern of herd mobility.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"1118","in a third incentive structure, the individual might prefer to contribute to the public good if all others do but would not if no one else does an example of an assurance game. in this case, the role of the group is to assure each member that others will not free ride. given the incentive structure, this case is likely to be more costly to manage than simply coordinating movements as required under a chicken game structure. investments in community infrastructure sometimes have this structure, particularly when investments are discrete decisions, such as construction of a building or bridge.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"1214","in the fourth example the individual may prefer not to contribute if no one else does and also prefer to free ride if everyone else contribute seven though all members would be better off if each one contributed his or her own share. in this case, the incentive structure resembles a prisoners dilemma. this situation is likely to occur when returns to contributions increase but at a decreasing rate for example, certain soil erosion control measures. such an incentive structure may also result when returns are highly variable, as they are, for example, for investments in agroforestry techniques in regions with high climatic variability. managing this type of incentive structure is likely to be the most costly.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"1312","finally, it may be the case that it would be best, under existing conditions, not to provide the public good at all. in other words, social returns to a certain public good may simply be too low for it to be in the interest of the community members to provide that good.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"149","several key factors determining externalities and incentive structures include technological characteristics such as the returns to scale or if the good is discrete, costs of inputs, the extent to which private goods can substitute for public goods, and the uncertainty or variability in returns from the public good.the provision of certain public goods may also affect the returns to other public goods. for instance, returns to investments in soil erosion control measures undertaken on common pastures may depend on collective action in managing use rates of those pastures. returns to improving roads and bridges may be higher where successful pest control leads to higher marketable crop surpluses.","pdfs/results/Collective action for sustainable development/9.txt","8","9","en"
"524","how can the land sector play its proper role in economic growth, poverty alleviation and environmental sustainability, and in promoting peace and security in africa? this framework and guidelines on land policy in africa, developed by the au-eca-afdb consortium tries to answer this question. ","pdfs/results/Guidelines on land policy in africa/1.txt","8","1","en"
"622","from the perspective of the framework and guidelines f&g, land policies should be considered a prerequisite for economic growth and sustainable human development. therefore, african governments need to develop holistic and comprehensive land policies at national level. such land policies should be based on clear understanding of critical issues and challenges which must be tackled. the policies need to be based on inclusive and participatory approaches. ","pdfs/results/Guidelines on land policy in africa/1.txt","8","1","en"
"724","however, developing appropriate land policy is not an end per se. in order to have a positive impact on the livelihoods of poor african people in rural and urban areas, the policies need to be effectively implemented. land policy implementation entails the translation of the adopted policy into a programme of land reform. based on experiences documented across the continent, the f&g provides lessons and best practices for effective and efficient land policy implementation processes. in this regard, african governments need to develop appropriate land administration systems, including structures and institutions for land rights delivery and land governance.","pdfs/results/Guidelines on land policy in africa/1.txt","8","1","en"
"927","having been developed through a highly consultative process and having been endorsed by the highest decision making organs of the african union, the framework and guidelines on land policy in africa is widely acknowledged in the continent as a valid and legitimate tool. however, this is just the beginning the tool needs to be made available and to be used by governments and other stakeholders at regional, national and local levels where land policies are developed and implemented. the implementation phase of the f&g is designed to address this crucial challenge.","pdfs/results/Guidelines on land policy in africa/1.txt","8","1","en"
"422","an african task force on land policy chaired by the late prof hastings w.o. okoth-ogendo kenya provided intellectual, technical and political guidance to the lip throughout the implementation of the road map. other members of this task force were prof ahmed o. el-kholei egypt; rm kramer yang ghana; ms susan bombay zimbabwe; prof sam moo zimbabwe; rm paul tam cameroon; and rd hubert outdraw burka faso. the preparation of the framework and guidelines was informed by regional assessment studies on land policy that were undertaken in collaboration with africas regional economic communities. we are grateful to ms margaret brendan and rm stephen antechamber of the southern african development community sadc; rm pascal moussaka of the economic community of central african states eccas; rd kike c. buxtehude of the economic community of west african states ; rm goalmouth muhammadan manga of vomit permanent inter-etats de lute contra la cheerless au shale cilss; rm finalists bubo of the intergovernmental authority on development igad; and rm bakery bucolically of the community of sahelo-saharan states  for their collaboration in the preparation of the regional assessments. the inputs of staff members from partner institutions including dr. philip dobie, ms verity nyasa and rd eric patrick of united nations development programme undp, rm macro tintoretto of the european commission, prof paul mathieu, rd glamour ethiopian and rm me shack male of fao, rm rem stitching of un-, were instrumental to successful regional activities. regional experts were key to producing regional assessment reports on land policy that formed the basis for discussions at the regional consultations. prof cherry walker south africa, rm simenon catacomb mozambique and rm wolfgang lerner namibia undertook the southern africa assessment; rm eddie nsamba-ngayiiya uganda, prof patricia kameri-mbote of kenya and prof j.m. luggage fronde of tanzania prepared the assessment for eastern africa; rd dame w. labia of ghana, prof margarito keno of etc divorce and rd adam m. kandinsky of niger conducted the west africa assessment; prof paul hatchway of cameroon, prof jambalaya plumbing of the democratic republic of congo and rd domitian ndihokubwayo of burundi undertook the central africa assessment; while prof ahmed o. el-kholei of egypt and rd linkman tibet of tunisia prepared the northern africa assessment. many thanks go to the governments of burka faso, cameroon, ethiopia, namibia and rwanda for hosting the regional consultation workshops. it is commendable that representatives from line ministries and departments responsible for land, civil society, private sector, research and academia provided useful inputs during the regional consultations, which helped to better document realities on the ground with regard to the opportunities and challenges of land governance in africa.","pdfs/results/Guidelines on land policy in africa/10.txt","8","10","en"
